sentence,label
"Thanks to his wide contact network and good of market and business environment, he will a great contribution to the further development of Indian operations ' ', tells ' s & CEO Juhani.",2
The ' s model is based on developer contracting and customer project.,1
"Could be any of at time, ' '.",1
AffectoGenimap builds highly IT its in Finland and the Baltic.,1
Managing Kohtam + of Lemmink + ñinen Infra nevertheless points out the continued need for in the Baltic markets.,1
Will cost of EUR 3mn a.,2
"compensation its news,.",1
"Empresa de Desarrollo Urbano Quito, - UIO, has commissioned Poyry to prepare a feasibility study for a urban mass transit system.",1
"Total in the company will be EUR58m, of which ' s share will be.",1
Are.,1
Loss for the 15. 6 compared to a profit of EUR 6. 3 in 2008.,0
Calls to the switchboard and directory services have decreased significantly since our now have up - to - date information their colleagues and customers on their phone and can place the directly.,1
As an overall effect of the - measures Glaston will non - recurring expenses of 12 million in the quarter of 2008.,1
"Total of 15, 000 new Citycon shares with a nominal value of 1. 35 per share were between 17 and 23 March 2006 the A - B - options based on the company ' stock option plan 1999.",1
Programs 100 million euros under in.,2
Finnish manufacturer PKC Group Oyj (OMX: PKC1V) said on Wednesday (31 December) that it the acquisition of MAN Nutzfahrzeuge AG ' cable harness from MAN Star Trucks & Buses Spolka zoo in Poland.,2
Resulted in figures in.,2
"Company sales of EUR550m in 2005 and had 3, 200.",1
"On 5. 0% , to a 4. 1% in 2009.",2
"26 January 2011 - Finnish products company Oyj (HEL: CTH1V) said yesterday net loss narrowed to EUR500, 000 in the last quarter of 2010 from. 3 for the same a year earlier.",2
New name of the Division will be.,1
UPM - Kymmene - one quarters of EBITDA.,2
"Cargotec ' sales EUR 3. 4 in 2008 and employs 10, 500 people.",1
"Talvivaara Mining Company (Talvivaara Mining) (LSE: TALV ), a Finland - based nickel business, has installed production at its metals recovery plant on June 9, 2010.",1
"production facilities 6 2010 - Finnish investment group Neomarkka Oyj (HEL: NEMBV) said today it will buy the former production facilities of Kuitu Ltd, part of negotiations on the to invest in specialty fiber business.",1
"Nordea Bank publ holds 6. 000 Alma shares, representing 0. 008% of share and.",1
The tunnel is to be in 2009.,1
"According to Seikku, the retail in Finland is controlled by 3 - 4 large actors, while food still.",1
Nokia the a ` ` and responsible social. ' ',1
Mobile approximately 470 in Oulu.,1
"A result of the merger, the largest professional electronics and telecommunications contract in Finland will be in Sievi.",1
"Growth in the activeness of Talentum ' s customers, which started at the of 2009, continued during the period, the.",2
"In Switzerland, have been an established supplier of products a time and its customers include cable and fiber - to - the - home () operators.",1
"The fair of the properties totaled 2, 534. 9, up from 2, 455. 1 mn in 2006.",2
Company expects sales for the whole 2009 to be at previous levels.,1
Finnish that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun signed a contract which will supply NorSun mono silicon crystals for in solar cell manufacturing.,2
"The company targets sales of 27. 1 mn (23. 498) and a profit of 300, 000 (371, 500) in 2007.",1
"29, 2010 (CompaniesandMarkets. com delivered by) - - This provides key data and information on the, fish and poultry market in.",1
Ruukki ' s book at the of 2010 was 30% up - on - year and 10% up - on -.,2
"Evaluated in the report include Aladdin, CA, F - Secure, Kaspersky, , McAfee, Microsoft, Panda, ,, Symantec, Trend, Tumbleweed, and Websense.",1
"In the Baltic the company reports net of 11. 9, from EUR 14. 2 mn, and an operative EBIT of EUR - 2. 2 mn, from EUR - 1. 7 mn.",0
"HELSINKI - Kesko Corp is expected to a lower second EPS today due to tax charges, but earnings lines are higher year - on - year, analysts said.",0
"In 1985, Quatrocon ' s consists of public sector builders, companies and major construction.",1
Has a proven track record in manufacturing services (EMS) and a global network coupled with equipment and consistent systems and processes.,2
Shares 4. 1 to x20ac 43 $ 55. 77 in Helsinki.,0
"The company designs, manufactures and advanced composite products applications and consumer goods such cross - country, alpine and Walking poles, floorball sticks and antenna radomes.",1
The net of the business were 710. 3 in 2005.,1
"At the of Finnish media company Alma Media ' s newspapers, manager Jari Kaivo - oja at the Futures Centre at the Turku of Economics has drawn up a future scenario Finland ' s national economy by using a developed by the University of Denver.",1
Services will be.,1
Loss 162. 3 mn compared to a profit of 253. 5 mn in 2007.,0
"Of the broad of the Mobility Business will be organized during the 3GSM World in, from February 12th to 15th.",1
"Of the, Kesko ' s share is 10 euro $ 15. 5 mln and will recognize a gain of 4. 0 mln euro $ 6. 2 on the disposal which will be included in the the second of 2008.",2
"To the, the - will be.",1
Inspects the strategic and.,1
"In Finland ' Hobby Hall ' s decreased 10% , and sales by 19%.",0
"The repeated ` buy ' rating, based on expectations current restructuring will lead to a clear improvement in performance in in 2007.",2
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7. 2. 2007 at 10. 30 total of 56, 955 new shares of Corporation have with option rights under the company ' stock option programs I 2001 and 2001.",1
Did disclose the.,1
Also a blocking in TGK - 1.,1
"Sullivan said some of the boards ` ` really a of work, and people paid their time. ' '",1
"Finland, the five control 90% of the market.",1
"Shareholders of Finnish IT services provider TietoEnator Oyj on Friday a hostile EUR1. 08 billion $ 1. 67 billion offer buyout shop Nordic Capital, giving life to a counter offer from Blackstone LP and Norwegian telecom Telenor ASA.",2
M - plans to of standard coated fine paper in the Hallein and + + mills.,1
"Under the rental agreement, Stockmann to in the building of a bridge over the Gogol or build an underground for crossing the street by 2004.",1
"New units will be at Cargotec ' of the art manufacturing in San Antonio, Texas, USA, which started operations in 2009.",1
"Orange - handled scissors from Fiskars are part of the design collection of the Museum of Modern Art in York, well as the Philadelphia Museum of Art.",1
"It the 12MP, nothing else.",1
"from continuing in at 0. 30, up 0. 17.",2
"The first of the Cinema Series concludes with a profile of Finnish Olavi Linden, whose personal artistic journey and work at led to dozens of awards.",1
Expansion to new customers both in Finland and.,2
Terms of the.,1
A the fashion comment on the settlement.,1
Has commissioned Finland ' s Telecom Oy to a study of reception in some of Estonia ' largest cities besides.,1
"YIT investment to a 10, 000 metre residential project in Yaroslavl and to a 16, 400 metre in Moscow.",1
Personnel approximately 104.,0
Current - offs are additional to the lay - offs in December 2008 and in May 2009.,0
"Company had earlier said that it was considering strategic options for the low - cost mobile, including a divestment of holding.",1
"The, with sales of EUR 235 million in 2009, more 2 000 in 33 countries.",1
Expansion is to be in the of 2009.,1
"The shares shall be through public trading, for which reason the repurchased otherwise in to the holdings of the shareholders.",1
Company to open first shop in the US in the summer in 2011.,1
"Koduextra is a chain of 11 stores, controlled by Non - Food Center KY, Rukax, and Scan - Tukka.",1
Generated net sales of 7. 5 $ 9. 6 in 2005.,1
"Payment is 25, 2010.",1
"It the ' s new, highly, compact and scalable Flexi 10 Base.",1
Finnish KCI raised growth estimate for 2006 from over 25% to over 35%.,2
"Real estate Sponda said on April 11, 2008 it would build Vuosaari Service Center at the Port of Helsinki.",1
Increased to market and increased operations.,2
"The sale, Ltd will comprise Savcor, a function and an investment in Cencorp Corporation.",1
"Marubeni Corporation TSE: 8002; ADR: MARUY was established in 1858, and is a company of Marubeni Group, one of ' s leading general trading.",2
Metso it won an order worth 40 mln eur to supply a kraftliner board machine to China ' s & Man Paper..,2
"In 2008, Kemira of 2. 8 billion and had a of 9, 400.",1
"Estonian Elisa ' s numbers cross 400, 000 TALLINN, Oct 22, BNS - The Estonian telecommunications company Elisa won approximately 50, 000 clients in the nine of this year, bringing the number to 401, 800 the end of September, the company.",2
"schwalm (at ). com, Vice President - Communications tel. + 358 20 529 2004, mobile + 358 400 817198 e - eila.",1
He he has been five a month to the as many make alternative to save money.,0
"Stockholm, 3 2011 The Cybercom Group is a - tech consultancy that global sourcing for end - to - end solutions.",1
"Sales totalled 323. 5 mn in 2009, a decrease of 5. 5% October 2008.",0
"Amount of in Finland is 40, the added.",1
"Will be domestically and in markets, organically and acquisitions.",1
Will hear the latest and updates on Citycon ' s strategy as well as the latest news from the.,1
They will cover all Industry ' s units and employees in and concern temporary and -.,0
"Look for fabric cushion covers, ' 70s coffee, ceramic serving, glasses, and stainless steel party dishes.",1
"Company is in Sievi, , and is on the Nordic Exchange in Helsinki.",1
.. District Judge Douglas P. Woodlock extended a. 17 restraining order until March 7.,1
Is due to the of the - of projects in the negotiation phase the earlier estimation.,1
"VDW LXE devices enhances, workers to use a single device to perform voice, and keyboard functions.",2
"The major of the different AC and CXE amplifier and products by Telecom, a company acquired by Teleste last spring.",1
"Last year, , closed mills in Finland and 700.",0
"Then, it the estimated to contribute more than EUR150m to its in 2010.",2
"The total service concept also technology, with Raute its customers throughout the entire cycle of their investments.",1
Layoffs in units have.,1
Incap is a of Incap of.,1
Plans to real and develop property.,1
"` ` We ' fresh, colorful approach to: We Fish, ' ' said Kelly Brockpahler,.",2
"January - August 2009, sea in container, lorry, and trailer units fell by 27. 7% and exports 28. 6% from the period in 2008.",0
Stock was hit by the warning of Finnish rival Rautaruukki (: ).,0
"Altona that the private company of chairman Kevin, Resources, would take up its entitlement in.",1
A is the button.,1
"A total of the polled analysts rated M - real - - gave ` ` buy ' ' - ` ` accumulate ' ', ` ` hold ' ' and gave ` ` sell ' '.",1
"It revenue of $ 2. 2 to $ 2. 3, higher than estimates of $ 2. 19 billion.",2
"A total EUR73. 7 m will be provided as secured senior three - year the, involving Pohjola Bank: POH1S, the Finnish arm of Nordea AB STO: , and Sampo Bank HEL: SAMAS.",1
"The corresponding increase in the capital, in 300, 00 was registered in the Finnish Register on 8, 2008.",1
Loss per at EUR 0. 15 EUR 0. 26.,2
"Ranked Local Cooperative Banks and in customer loyalty this too,.",2
Prices and of broadband in 2005.,0
"Stora Enso, a global, packaging and wood products company, and Neste Oil, a company engaged in the refining and marketing of oil, have inaugurated the demonstration plant at Varkaus, Finland biomass to utilizing forestry.",1
Project is to be in 2009.,1
"Found him again, , after the driver was in a two - car.",1
"So is, he sell shares that he owns personally.",1
"Under the, Larox will transfer 10 employees within engineering and documentation to delivery and in Finland to Etteplan as of January 1, 2007.",1
"The increase ' by EUR 27, 060.",2
"Incap, in Oulu, , is a electronics contract some 750 employees in Finland, Estonia and.",1
"In way, the ' s starting has the consumers '.",1
Profit jumped to 21. 9 EUR 3. 1.,2
"Offer our management consulting, solutions for complex projects and efficient, best - in - class and supervision.",1
"In the autumn, it plans to expand to St. Petersburg and and to Yekaterinburg, Russia, flying three times a week.",2
"According to its notice, Banken AB publ Branch on 10 August 2009 in total 11, 958, 000 Alma Media shares to Ilkka - and Kaleva Kustannus Oy, as the conditions of the agreement made by the companies on 1 July 2009 fulfilled.",1
"Sampo Bank ' s of 13. 6% , from 14. 4% in the first quarter of 2008.",0
` ` and shareholders alike why were allowed to continue. ' ',1
Finnish Aktia Group ' s operating rose to EUR 17. 5 in the first quarter of 2010 from 8. 2 mn in the of 2009.,2
Sales per is expected to.,2
"Tim brings with him an excellent track record more than 18 years experience; moreover, has the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on - market companies.",2
"The company ' annual amounted to 18mn, compared to a profit of 7. 3 in 2008.",0
The devices also contains ' s application for compiling customer feed - and product development.,1
- Secure Online Backup automatically protects all the content stored on a computer making a copy of the to an online location.,1
Chief Financial Officer Jim Heindlmeyer Oblivion is in advanced with the four recording companies its service.,1
"In July - 2009, ' sales decreased to EUR 368. 7 mn from 520. 4 mn in - 2008.",0
The parties have agreed to definitive distribution and license the of 2010.,2
Value of of order amounts usually Euro 2 and 3.,1
The personnel expertise and of technology play a major in Exel operations.,1
"According to statistics the Maritime Administration, shipping not increase in January - August 2009,.",1
"Products include Electronics such as mobile and their accessories, set - top boxes, panel TVs as well as System Solutions products such as infrastructure, modules and other industrial segment products.",1
Mill long and holds an established in the.,2
The will result in the introduction of new and highly manufacturing and also changes to personnel at the.,1
"Kaido Kaare, general director for Atria Eesti, says the company ' s investments in the of the pig surpass 150mn EUR 9. 59 mn 14. 19 mn in the past.",2
"Jarmo, head of the oil refining business at Oil, says the situation their viewpoint.",2
The of the lay - offs per will to six weeks.,1
"Changes in the situation and tougher price competition have substantially reduced bread manufactured at the Kauhava, according to the company.",0
"CapMan, the - private equity firm, has a first close on second private equity real estate fund as it its push into the property sector.",1
"The is a so - Panamax, designed to be able to pass through the passages in the Panama Canal ' s locks.",1
"2009, KONE had annual sales of 4. 7 and 34, 000 employees.",1
"Adjusted for changes in the, the Division ' net by 1. 7%.",2
Are in 2006.,1
"As a, a of 82 would be.",1
"The full 2010 the company expects its sales and operating to from the previous year, that a positive operating result and its amount will depend on the order intake by the end of the.",2
"The Australian company Mirabela has awarded Outokumpu a grinding technology for its nickel sulfide project in Bahia, Brazil.",2
- Netherlands brand - new market analysis a clear overview of the actual situation and future of the market in Netherlands.,1
Income fell to 4. 6 mn EUR 5. 1 mn in the corresponding in 2007.,0
"Net of Kyro ' s main business area, , a manufacturer of glass, decreased to EUR 161. 5 mn from EUR 164. 1 mn in January - September 2005.",0
"It an operating of 96. 3 mn, from a of EUR 43. 9 mn.",0
"Mercator will the for logistic, retail and wholesale operations in Slovenia and markets in southeastern Europe.",1
NORDIC BUSINESS - 26 June 2006 - Metso wins EUR50m order in Australia - ® 1998 - 2006 M2 COMMUNICATIONS LTD The engineering and technology group Metso said on Monday (26 June) that it has received a equipment order in Australia.,2
"Announcement pushed Freenet down 6. 3% , or EUR0. 71, in to EUR10. 65 as investors gave up hope United Internet and Drillisch pursue their own takeover and breakup of Freenet.",0
Financial group Aktia ' operating profit 2009 increased to EUR 47. 0 from 6. 6 mn in 2008.,2
The exercise originated in in the 1930s as a method cross - country.,1
"( ADPnews) - Oct 21, 2009 - Finland - IT consultancy Tieto (HEL:) said net profit plunged to EUR 29. 4 million (USD 43. 9 m) for the first months of 2009 from EUR 58. 7 million for the same period",0
"Holds 90. 2 pct of the share capital and 94. 4 pct of the voting rights in the company, which it plans to delist the Stock.",1
Group net sales in the third of 2007 totaled EUR 142. 3 and 4. 3 mn.,1
"- Cola was the market leader of with a market share of 36. 9% , 2. 2% the corresponding in 2004 - 2005.",0
"MIDNIGHTTRADER: is the source of extended - hours equity trading analysis, news and forecasting for the retail and institutional investment.",1
We now Marimekko on a significant scale.,1
Companies to close the the of the year.,1
"According to ' President Harri Takanen, Scanfil ' investment activity according to the strategy on fronts in 2010.",1
Finnair able to most of leisure the strike.,2
"According to Atria ' s and Matti, the ' Swedish operations significantly improved in the first quarter.",2
"For the period was 9. 8 mn, up 6. 0 in 2004.",2
Consumers to the beer brand.,1
"Pretax 49. 9 mn, compared to a of EUR 15. 4 mn in the corresponding in 2008.",0
` ` They ' allocated the.,1
"A of the plan, the Board of Directors decided to transfer a maximum of 330, 000 the company in a share issue against directed to Aspo Management Oy, a holding company acquired by the management.",1
"Engine has an electrical of 18, 321 kW, making it the largest powered in the world.",1
Symphony Services development.,1
"Division includes joint sales, marketing and for these.",1
` ` is included on DJSI World for the second running and the European DJSI the third year running.,1
Olli - Laine has appointed as the and Erkki Pehu - Lehtonen as the of the Board.,1
"Jun. 25, 2008 (Genius delivered Newstex) - - The Nokia (: NOK) N78,?",1
", is to a benchmark, 10 fixed deal in Euros.",1
Finnish Done Oyj said its profit increased to 3. 5 mln euro ($ 4. 6 mln) in 2006 from 2. 3 mln ($ 3. 0) in 2005.,2
RusHydro an to transfer its stakes in OESK and the five into the management of RAO.,1
"SE Exchange Announcement February 4, 2009 at 10. 00 am (EET) Elcoteq will publish financial bulletin 2008 on Wednesday, February 11, at 9. 00 (EET ).",1
The - recurring costs caused to Talentum ' s business area the restructuring will to 2. 0 mln euro $ 2. 7 mln and will be included in the company ' financial for the second quarter of 2007.,1
"Finnish Suominen Flexible Packaging is 48 jobs in in Tampere and two in, in.",0
"By acquiring, we can combine our knowhow the of a solid local.",2
"Citigroup, (NYSE: C) Global Transaction Services (GTS) business has been awarded a new mandate by Finland - based Pohjola Bank Group.",2
"Repo will gradually reach 2% at the of 2010, according to Nordea ' s Economic.",1
Fortum previously the state - stake in - 10 from RAO UES during reform.,1
- - Christine EQT Partners sheds Salcomp Swedish financial investor is selling a majority of its stake in mobile phone charger manufacturer Oyj to Nordic investment company Nordstjernan.,1
"This, the company will the contract service.",1
The also said that will approximately 150 hectares of to the city of Valkeakoski by the end of the year a part of its ` ` From job to job ' '.,1
Bank said Monday it will buy the Swedish operations of Iceland ' s troubled Kaupthing Bank for 414 $ 49. 5 million in cash.,1
Transaction is to be.,1
"The Bank of + acquired the private banking, , and brokerage business of Kaupthing Sweden in early 2009.",1
` Very ' is the Nokian G2 according to the ` ADAC judgement ' in the summer of the German automobile association ADAC.,2
"Permanent magnet generators and power are today the preferred solution in new designs, the company.",1
Finnish food industry companies interested in the.,1
' s will its customers in Brazil and.,1
"In the Asia - Pacific, is available in Malaysia, Taiwan and South and will be expanded to Japan and Southeast Asia this year, added.",2
